SMILES,Rewards,Imp,MW
0:CC(=O)NCC[C@@H](O)C1=C(O)C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)=C1,"[0.403, 0.3968974821802295, 0.5431041247556023]",[0.269      0.02411193 0.37307203],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)c1ncc(Cl)c(Br)c1F,"[0.403, 0.37924192842533233, 0.544703924297576]",[0.269      0.00645637 0.37467183],567.8380000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)c1ncc(Cl)c(Br)c1F,"[0.403, 0.37924192842533233, 0.544703924297576]",[0.269      0.00645637 0.37467183],0
0:CC(C(=O)[CH][C@H]1CCC(COc2ccc(Cl)cc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.403, 0.3705495353282632, 0.5806759607938095]",[ 0.269      -0.00223602  0.41064386],0
CC(C(=O)[CH][C@H]1CCC(COc2ccc(Cl)cc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.403, 0.3705495353282632, 0.5806759607938095]",[ 0.269      -0.00223602  0.41064386],539.0270000000003
0:COCC1NC(=O)N1CCCc1ccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c(N)c1F,"[0.403, 0.36207148820359986, 0.5759547691751761]",[ 0.269      -0.01071407  0.40592267],0
COCC1NC(=O)N1CCCc1ccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c(N)c1F,"[0.403, 0.36207148820359986, 0.5759547691751761]",[ 0.269      -0.01071407  0.40592267],554.6430000000003
0:CC(C(=O)[CH][C@H]1CC(C)(Nc2ccc(Cl)cc2[N+](=O)[O-])N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.403, 0.21126466454919618, 0.5640729123967854]",[ 0.269      -0.16152089  0.39404081],0
CC(C(=O)[CH][C@H]1CC(C)(Nc2ccc(Cl)cc2[N+](=O)[O-])N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.403, 0.21126466454919618, 0.5640729123967854]",[ 0.269      -0.16152089  0.39404081],540.9590000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C1(F)c1ccc(Cl)cc1)c1cccnc1O,"[0.402, 0.6598144463694677, 0.501195976585269]",[0.268      0.28702889 0.33116388],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C1(F)c1ccc(Cl)cc1)c1cccnc1O,"[0.402, 0.6598144463694677, 0.501195976585269]",[0.268      0.28702889 0.33116388],470.9520000000001
0:CCC1CCN(C2=C(N)C(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)=C2)CC1,"[0.402, 0.6374434538966948, 0.4829548121149102]",[0.268      0.2646579  0.31292271],0
CCC1CCN(C2=C(N)C(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)=C2)CC1,"[0.402, 0.6374434538966948, 0.4829548121149102]",[0.268      0.2646579  0.31292271],465.61800000000034
0:CC(=O)[C@@H](C)OC1=C(O)C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)=C1,"[0.402, 0.5730794126996666, 0.5320584790624281]",[0.268      0.20029386 0.36202638],0
CC(=O)[C@@H](C)OC1=C(O)C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)=C1,"[0.402, 0.5730794126996666, 0.5320584790624281]",[0.268      0.20029386 0.36202638],457.52200000000016
CNC(=O)[C@H](C)CC1(N)C=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.402, 0.5652130656944632, 0.5345798753179637]",[0.268      0.19242751 0.36454778],441.55200000000025
0:CNC(=O)[C@H](C)CC1(N)C=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.402, 0.5652130656944632, 0.5345798753179637]",[0.268      0.19242751 0.36454778],0
CC(C(=O)[CH][C@H]1C(OC(C)(C)C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.5559779938201427, 0.53775560787795]",[0.268      0.18319244 0.36772351],414.4570000000001
0:CC(C(=O)[CH][C@H]1C(OC(C)(C)C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.5559779938201427, 0.53775560787795]",[0.268      0.18319244 0.36772351],0
0:CC(C)CNC(=O)c1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.402, 0.5512907683239449, 0.5401033988838293]",[0.268      0.17850521 0.3700713 ],0
CC(C)CNC(=O)c1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.402, 0.5512907683239449, 0.5401033988838293]",[0.268      0.17850521 0.3700713 ],481.5920000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(OCC2CCCCC2)N=C1O,"[0.402, 0.5435128546524268, 0.540669436001201]",[0.268      0.1707273  0.37063734],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(OCC2CCCCC2)N=C1O,"[0.402, 0.5435128546524268, 0.540669436001201]",[0.268      0.1707273  0.37063734],472.5810000000004
CC(C(=O)[CH][C@H]1C(Cc2ccoc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.530774617948377, 0.5531973483358438]",[0.268      0.15798906 0.38316525],450.4900000000002
0:CC(C(=O)[CH][C@H]1C(Cc2ccoc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.530774617948377, 0.5531973483358438]",[0.268      0.15798906 0.38316525],0
0:CC(C(=O)[CH][C@H]1CC(N)C(N)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.5251826560368441, 0.5610001332259742]",[0.268      0.1523971  0.39096804],0
CC(C(=O)[CH][C@H]1CC(N)C(N)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.5251826560368441, 0.5610001332259742]",[0.268      0.1523971  0.39096804],428.4880000000001
C[C@@H]1CCC[C@H]([CH]C(=O)C(c2cccnc2O)[C@@H]2C[C@H](CO)CO2)N1C(=O)c1cccc(F)c1N,"[0.402, 0.5160673752063019, 0.5732473245579028]",[0.268      0.14328182 0.40321523],484.54800000000034
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(c2cccnc2O)[C@@H]2C[C@H](CO)CO2)N1C(=O)c1cccc(F)c1N,"[0.402, 0.5160673752063019, 0.5732473245579028]",[0.268      0.14328182 0.40321523],0
CC(C(=O)[CH][C@H]1CCC(N2CN2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.48845637503899275, 0.5440520211894744]",[0.268      0.11567082 0.37401992],412.4450000000001
0:CC(C(=O)[CH][C@H]1CCC(N2CN2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.48845637503899275, 0.5440520211894744]",[0.268      0.11567082 0.37401992],0
0:CCCC(=O)C([C@@H]1CCC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N)N(C)C,"[0.402, 0.46674925375027093, 0.5497712045493321]",[0.268      0.0939637  0.37973911],0
CCCC(=O)C([C@@H]1CCC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N)N(C)C,"[0.402, 0.46674925375027093, 0.5497712045493321]",[0.268      0.0939637  0.37973911],511.6180000000002
CC(C(=O)[CH][C@H]1CC(C)(Nc2ccccn2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.4593922306680572, 0.5714665168593364]",[0.268      0.08660668 0.40143442],462.5050000000002
0:CC(C(=O)[CH][C@H]1CC(C)(Nc2ccccn2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.4593922306680572, 0.5714665168593364]",[0.268      0.08660668 0.40143442],0
CC(C(=O)[CH][C@H]1C(O)N=C(c2ccccc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.45653366138369594, 0.5547108695752032]",[0.268      0.08374811 0.38467877],489.5270000000002
0:CC(C(=O)[CH][C@H]1C(O)N=C(c2ccccc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.45653366138369594, 0.5547108695752032]",[0.268      0.08374811 0.38467877],0
0:CC(C(=O)C(CCCN1CNC1=O)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.4410427759835774, 0.5294740561376483]",[0.268      0.06825722 0.35944196],0
CC(C(=O)C(CCCN1CNC1=O)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.4410427759835774, 0.5294740561376483]",[0.268      0.06825722 0.35944196],511.59800000000024
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1Oc1sccc1N,"[0.402, 0.43595993755681123, 0.5440460195314843]",[0.268      0.06317438 0.37401392],495.60000000000025
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1Oc1sccc1N,"[0.402, 0.43595993755681123, 0.5440460195314843]",[0.268      0.06317438 0.37401392],0
0:CC(C(=O)C(C[C@H]1[CH]NC(=O)N1)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.43479957802003616, 0.5309672936825486]",[0.268      0.06201402 0.3609352 ],0
CC(C(=O)C(C[C@H]1[CH]NC(=O)N1)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.43479957802003616, 0.5309672936825486]",[0.268      0.06201402 0.3609352 ],496.56300000000016
0:[CH]c1cc(CO)ccc1OC1C[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.402, 0.38845226905055813, 0.5874380423839465]",[0.268      0.01566671 0.41740594],0
[CH]c1cc(CO)ccc1OC1C[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.402, 0.38845226905055813, 0.5874380423839465]",[0.268      0.01566671 0.41740594],518.5650000000002
0:CCC(Cc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1)C(=O)OC,"[0.402, 0.3810788912459978, 0.5690983318875293]",[0.268      0.00829334 0.39906623],0
CCC(Cc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1)C(=O)OC,"[0.402, 0.3810788912459978, 0.5690983318875293]",[0.268      0.00829334 0.39906623],512.6020000000002
0:Cc1ccsc1C(=O)C1(C)C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.402, 0.37375930295063087, 0.5776895762002074]",[0.268      0.00097375 0.40765748],0
Cc1ccsc1C(=O)C1(C)C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.402, 0.37375930295063087, 0.5776895762002074]",[0.268      0.00097375 0.40765748],494.5680000000002
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C[C@@H](O)c2ccc(Cl)cc2F)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.402, 0.321378709146668, 0.5444575709192583]",[ 0.268      -0.05140685  0.37442547],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(C[C@@H](O)c2ccc(Cl)cc2F)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.402, 0.321378709146668, 0.5444575709192583]",[ 0.268      -0.05140685  0.37442547],557.0170000000002
0:CC(C(=O)[CH][C@H]1CCC(C)(Oc2ccc(Cl)cc2OC=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.287862019162223, 0.5532905826798054]",[ 0.268      -0.08492354  0.38325848],0
CC(C(=O)[CH][C@H]1CCC(C)(Oc2ccc(Cl)cc2OC=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.402, 0.287862019162223, 0.5532905826798054]",[ 0.268      -0.08492354  0.38325848],554.9820000000003
0:Cc1ccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c(N)c(F)c1=O,"[0.401, 0.738460673700825, 0.5732326491462016]",[0.267      0.36567512 0.40320055],0
Cc1ccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c(N)c(F)c1=O,"[0.401, 0.738460673700825, 0.5732326491462016]",[0.267      0.36567512 0.40320055],440.4950000000003
0:CC(C(=O)[CH][C@H]1CC(C)(N)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.401, 0.6765351229759489, 0.5709678112806039]",[0.267      0.30374957 0.40093571],0
CC(C(=O)[CH][C@H]1CC(C)(N)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.401, 0.6765351229759489, 0.5709678112806039]",[0.267      0.30374957 0.40093571],385.4190000000001
CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)[C@@H]1CCO1,"[0.401, 0.6538889720364854, 0.5370718255379812]",[0.267      0.28110342 0.36703973],440.5390000000002
0:CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)[C@@H]1CCO1,"[0.401, 0.6538889720364854, 0.5370718255379812]",[0.267      0.28110342 0.36703973],0
CCC1(C)CCN(C2C[C@H]([CH]C(=O)C(C)c3cccnc3O)N(C(=O)c3cccc(F)c3N)[C@@H]2C)C1=O,"[0.401, 0.549903137926908, 0.576399734277208]",[0.267      0.17711758 0.40636764],509.60200000000026
0:CCC1(C)CCN(C2C[C@H]([CH]C(=O)C(C)c3cccnc3O)N(C(=O)c3cccc(F)c3N)[C@@H]2C)C1=O,"[0.401, 0.549903137926908, 0.576399734277208]",[0.267      0.17711758 0.40636764],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(CN[C@H]2CCCO2)C=C1)c1cccnc1O,"[0.401, 0.5181201429200601, 0.5154005669679771]",[0.267      0.14533459 0.34536847],485.58000000000027
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(CN[C@H]2CCCO2)C=C1)c1cccnc1O,"[0.401, 0.5181201429200601, 0.5154005669679771]",[0.267      0.14533459 0.34536847],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC([CH]c2ccc(Cl)o2)=C1O,"[0.401, 0.5090593528470945, 0.5198601036867403]",[0.267      0.1362738  0.34982801],484.95500000000027
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC([CH]c2ccc(Cl)o2)=C1O,"[0.401, 0.5090593528470945, 0.5198601036867403]",[0.267      0.1362738  0.34982801],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(c2cccnc2O)[C@H]2[CH]NC2=O)N1C(=O)c1cccc(F)c1N,"[0.401, 0.44377214684975114, 0.5650561882749394]",[0.267      0.07098659 0.39502409],466.5130000000002
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(c2cccnc2O)[C@H]2[CH]NC2=O)N1C(=O)c1cccc(F)c1N,"[0.401, 0.44377214684975114, 0.5650561882749394]",[0.267      0.07098659 0.39502409],0
0:CC(C(=O)[CH][C@H]1C([C@H]2CCCCN2C=O)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.401, 0.43421853650424497, 0.5753738533329582]",[0.267      0.06143298 0.40534176],0
CC(C(=O)[CH][C@H]1C([C@H]2CCCCN2C=O)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.401, 0.43421853650424497, 0.5753738533329582]",[0.267      0.06143298 0.40534176],509.60200000000015
CCC(=O)NCCC(=O)N(C)C1=C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C(O)=N1,"[0.401, 0.3983009576950178, 0.5351346394655905]",[0.267      0.0255154  0.36510254],528.6050000000002
0:CCC(=O)NCCC(=O)N(C)C1=C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C(O)=N1,"[0.401, 0.3983009576950178, 0.5351346394655905]",[0.267      0.0255154  0.36510254],0
CNNC(=O)[C@@H](O)CC(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.401, 0.36931721567858805, 0.5263072482787055]",[ 0.267      -0.00346834  0.35627515],421.4930000000001
0:CNNC(=O)[C@@H](O)CC(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.401, 0.36931721567858805, 0.5263072482787055]",[ 0.267      -0.00346834  0.35627515],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1NCO[C@H](C)[C@@H](C)Cl)c1cccnc1O,"[0.401, 0.3278864715352341, 0.5297175403711499]",[ 0.267      -0.04489908  0.35968544],519.0370000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1NCO[C@H](C)[C@@H](C)Cl)c1cccnc1O,"[0.401, 0.3278864715352341, 0.5297175403711499]",[ 0.267      -0.04489908  0.35968544],0
0:CC(C(=O)[CH][C@H]1C(NCc2ccc(Br)cc2)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.401, 0.3229610490050169, 0.5491080818558733]",[ 0.267      -0.04982451  0.37907598],0
CC(C(=O)[CH][C@H]1C(NCc2ccc(Br)cc2)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.401, 0.3229610490050169, 0.5491080818558733]",[ 0.267      -0.04982451  0.37907598],582.4940000000003
0:CC(=O)N[NH2+]Nc1c(F)cccc1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.401, 0.2642168048075311, 0.5658603284933296]",[ 0.267      -0.10856875  0.39582823],0
CC(=O)N[NH2+]Nc1c(F)cccc1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.401, 0.2642168048075311, 0.5658603284933296]",[ 0.267      -0.10856875  0.39582823],471.5330000000003
0:[CH]C1[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.4, 0.77518084198807, 0.5643139919899804]",[0.266      0.40239529 0.39428189],0
[CH]C1[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.4, 0.77518084198807, 0.5643139919899804]",[0.266      0.40239529 0.39428189],382.41500000000013
0:[CH]Cc1ccc(F)cc1C1=NC(O)=C1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.4, 0.5395010587717723, 0.519496500281093]",[0.266     0.1667155 0.3494644],0
[CH]Cc1ccc(F)cc1C1=NC(O)=C1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.4, 0.5395010587717723, 0.519496500281093]",[0.266     0.1667155 0.3494644],492.5460000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)ON1CC[C@H]2CCOCC21)c1cccnc1O,"[0.4, 0.5388421255567263, 0.5476229236623655]",[0.266      0.16605657 0.37759083],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)ON1CC[C@H]2CCOCC21)c1cccnc1O,"[0.4, 0.5388421255567263, 0.5476229236623655]",[0.266      0.16605657 0.37759083],509.6270000000004
[C][NH2+]CC1[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.4, 0.472854246874776, 0.5592516845472042]",[0.266      0.10006869 0.38921959],383.40300000000013
0:[C][NH2+]CC1[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.4, 0.472854246874776, 0.5592516845472042]",[0.266      0.10006869 0.38921959],0
0:Cc1ccn([C@H](C)SCCC2(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)C(N)=C2F)c1,"[0.4, 0.4496873622633035, 0.5138074025336596]",[0.266      0.07690181 0.3437753 ],0
Cc1ccn([C@H](C)SCCC2(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)C(N)=C2F)c1,"[0.4, 0.4496873622633035, 0.5138074025336596]",[0.266      0.07690181 0.3437753 ],527.6860000000004
Cc1ccc(OCC(C)(C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c2cccnc2O)o1,"[0.4, 0.42683053949653565, 0.5559231209390121]",[0.266      0.05404498 0.38589102],508.5700000000002
0:Cc1ccc(OCC(C)(C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c2cccnc2O)o1,"[0.4, 0.42683053949653565, 0.5559231209390121]",[0.266      0.05404498 0.38589102],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(C(C)(C)CNC=O)ccnc1O,"[0.4, 0.3597094124020117, 0.5668763053251298]",[ 0.266      -0.01307614  0.39684421],497.5910000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(C(C)(C)CNC=O)ccnc1O,"[0.4, 0.3597094124020117, 0.5668763053251298]",[ 0.266      -0.01307614  0.39684421],0
0:CCC(COc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)n1nnnc1SC,"[0.4, 0.26245681785335806, 0.5651157837268946]",[ 0.266      -0.11032874  0.39508369],0
CCC(COc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)n1nnnc1SC,"[0.4, 0.26245681785335806, 0.5651157837268946]",[ 0.266      -0.11032874  0.39508369],568.6990000000002
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(C[C@H](O)CCNC(=O)c2cccs2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.4, 0.24247094116817977, 0.565774216685023]",[ 0.266      -0.13031461  0.39574212],595.7170000000001
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(C[C@H](O)CCNC(=O)c2cccs2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.4, 0.24247094116817977, 0.565774216685023]",[ 0.266      -0.13031461  0.39574212],0
C[NH+]C1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.399, 0.63084898361212, 0.5573608911127637]",[0.265      0.25806343 0.38732879],385.41900000000015
0:C[NH+]C1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.399, 0.63084898361212, 0.5573608911127637]",[0.265      0.25806343 0.38732879],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(CN2CCCCC2)C=C1)c1cccnc1O,"[0.399, 0.6166479092321345, 0.5302179290164686]",[0.265      0.24386235 0.36018583],483.60800000000035
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(CN2CCCCC2)C=C1)c1cccnc1O,"[0.399, 0.6166479092321345, 0.5302179290164686]",[0.265      0.24386235 0.36018583],0
0:CCNC(=O)C(C)c1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.399, 0.554610630040654, 0.5806270147163483]",[0.265      0.18182507 0.41059492],0
CCNC(=O)C(C)c1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.399, 0.554610630040654, 0.5806270147163483]",[0.265      0.18182507 0.41059492],481.5920000000003
CC(C(=O)[CH][C@H]1CC(N[C@H](C)C(N)=O)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.399, 0.4269665741517926, 0.5721646270298295]",[0.265      0.05418102 0.40213253],470.52500000000015
0:CC(C(=O)[CH][C@H]1CC(N[C@H](C)C(N)=O)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.399, 0.4269665741517926, 0.5721646270298295]",[0.265      0.05418102 0.40213253],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc(N2SC2=O)cnc1O,"[0.399, 0.37070335331613613, 0.573009304574873]",[ 0.265      -0.0020822   0.40297721],471.5340000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc(N2SC2=O)cnc1O,"[0.399, 0.37070335331613613, 0.573009304574873]",[ 0.265      -0.0020822   0.40297721],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1([NH+]2CC(CCC[C@@H](C)[NH3+])C2)N=C1O,"[0.399, 0.3583255556255103, 0.5823964048944914]",[ 0.265      -0.01446     0.41236431],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1([NH+]2CC(CCC[C@@H](C)[NH3+])C2)N=C1O,"[0.399, 0.3583255556255103, 0.5823964048944914]",[ 0.265      -0.01446     0.41236431],502.65500000000037
0:CC(C)C(=O)c1nonc1C[C@@H]([CH]C(=O)C(C)c1cccnc1O)C(=O)c1cccc(F)c1N,"[0.399, 0.33792051326364736, 0.5038833687731914]",[ 0.265      -0.03486504  0.33385127],0
CC(C)C(=O)c1nonc1C[C@@H]([CH]C(=O)C(C)c1cccnc1O)C(=O)c1cccc(F)c1N,"[0.399, 0.33792051326364736, 0.5038833687731914]",[ 0.265      -0.03486504  0.33385127],467.47700000000015
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)ONNC(=O)c1ncn(C)n1)c1cccnc1O,"[0.399, 0.26839534213332106, 0.5017856535169477]",[ 0.265      -0.10439021  0.33175356],523.5740000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)ONNC(=O)c1ncn(C)n1)c1cccnc1O,"[0.399, 0.26839534213332106, 0.5017856535169477]",[ 0.265      -0.10439021  0.33175356],0
CCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.398, 0.7463186653238923, 0.5520411562618466]",[0.264      0.37353311 0.38200906],384.43100000000015
0:CCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.398, 0.7463186653238923, 0.5520411562618466]",[0.264      0.37353311 0.38200906],0
CC(C(=O)[CH][C@H]1C([C@H]2C[C@H]2C)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.398, 0.6657091063098703, 0.5787474275667983]",[0.264      0.29292355 0.40871533],438.5230000000001
